premise	hypothesis	label
اولیور کرامول که ضمنا از رهبران پوریتن ما بود، فرماندهی افرادی را به عنوان مردان آهنین نیز به عهده گرفت کرامول تصمیم داشت با رأی پارلمان، پادشاه را محاکمه کند، اما چون پارلمان پانصد نفری به این تصمیم روی خوش نشان نداد، وی با مردان آهنین خود پارلمان را اشغال کرد و تنها با رأی پنجاه عضو، چارلز اول دستگیر، محاکمه و گردن زده شد. 	اولیور کرامول فرماندهی مردان آهنین را در مبارزه پارلمان و چارلز بر عهده داشت.	e
اولیور کرامول که ضمنا از رهبران پوریتن ما بود، فرماندهی افرادی را به عنوان مردان آهنین نیز به عهده گرفت کرامول تصمیم داشت با رأی پارلمان، پادشاه را محاکمه کند، اما چون پارلمان پانصد نفری به این تصمیم روی خوش نشان نداد، وی با مردان آهنین خود پارلمان را اشغال کرد و تنها با رأی پنجاه عضو، چارلز اول دستگیر، محاکمه و گردن زده شد. 	توماس مور عهده دار فرماندهی مردان آهنین بود که با چارلز اول و پارلمان محاربه کردند.	c
اولیور کرامول که ضمنا از رهبران پوریتن ما بود، فرماندهی افرادی را به عنوان مردان آهنین نیز به عهده گرفت کرامول تصمیم داشت با رأی پارلمان، پادشاه را محاکمه کند، اما چون پارلمان پانصد نفری به این تصمیم روی خوش نشان نداد، وی با مردان آهنین خود پارلمان را اشغال کرد و تنها با رأی پنجاه عضو، چارلز اول دستگیر، محاکمه و گردن زده شد. 	با اعدام پادشاه، اولیور کرامول اعلام جمهوری کرد و خود را رئیس جمهور نامید.	n
در رنسانس فلسفی ایتالیا می توان از «جیوردانو برونو و اتوماسو کامپالنا» نام برد. به فرمان پاپ، جیوردانو را به جرم انتقاد از فلسفه ارسطو که مورد حمایت کلیسا بود، زنده زنده سوزاندند.	جیوردانو نماینده رنسانس فلسفی در ایتالیا بود که به جرم اعتراض به فلسفه ارسطویی مورد حمایت کلیسا زنده سوزانده شد.	e
در رنسانس فلسفی ایتالیا می توان از «جیوردانو برونو و اتوماسو کامپالنا» نام برد. به فرمان پاپ، جیوردانو را به جرم انتقاد از فلسفه ارسطو که مورد حمایت کلیسا بود، زنده زنده سوزاندند.	آبلار به جرم انتقاد از فلسفه ارسطویی که حامی آن کلیسا بود، به دستور پاپ زنده سوزانده شد، وی عامل رنسانس فلسفی در ایتالیا بود.	c
در رنسانس فلسفی ایتالیا می توان از «جیوردانو برونو و اتوماسو کامپالنا» نام برد. به فرمان پاپ، جیوردانو را به جرم انتقاد از فلسفه ارسطو که مورد حمایت کلیسا بود، زنده زنده سوزاندند.	جیوردانو برونو فیلسوف ایتالیایی در دادگاه تفتیش عقاید در سال ۱۶۰۰ میلادی به جرم عقاید خلاف کلیسا سوزانده شد.	n
ماکیاولیسم نخستین مکتب سیاسی بود که تحت عنوان «رئالیسم»، پندارهای پیرامون قدرت را زدود و قدرت مطلق را مطرح کرد. در قرن شانزدهم به طور کلی سه نوع نگاه مشخص به دولت (قدرت) وجود داشت، نیکولر ماکیاولی (دولت بدون اخلاق)، اراسم (دولت با رعایت اخلاق)، سن توماس مور (دولت انقلابی با تکیه بر اخلاق) 	مکتب سیاسی رئالیستی ماکیاولیسم با از بین بردن پندارهای پیرامون قدرت، «قدرت مطلق» و دولت بدون اخلاق را مطرح کرد.	e
ماکیاولیسم نخستین مکتب سیاسی بود که تحت عنوان «رئالیسم»، پندارهای پیرامون قدرت را زدود و قدرت مطلق را مطرح کرد. در قرن شانزدهم به طور کلی سه نوع نگاه مشخص به دولت (قدرت) وجود داشت، نیکولر ماکیاولی (دولت بدون اخلاق)، اراسم (دولت با رعایت اخلاق)، سن توماس مور (دولت انقلابی با تکیه بر اخلاق) 	اولین مکتب سیاسی رئالیسم که اندیشه های پیرامون قدرت را نابود کرد و قدرت مطلق و دولت بدون اخلاق را مورد توجه قرار داد، لیبرالیسم بود.	c
ماکیاولیسم نخستین مکتب سیاسی بود که تحت عنوان «رئالیسم»، پندارهای پیرامون قدرت را زدود و قدرت مطلق را مطرح کرد. در قرن شانزدهم به طور کلی سه نوع نگاه مشخص به دولت (قدرت) وجود داشت، نیکولر ماکیاولی (دولت بدون اخلاق)، اراسم (دولت با رعایت اخلاق)، سن توماس مور (دولت انقلابی با تکیه بر اخلاق) 	ماکیاولی معتقداست، زمامدار اگر بخواهد باقی بماند نباید از شرارت و اعمال خشونت‌آمیز بترسد. زیرا بدون شرارت، حفظ دولت ممکن نیست.	n
اراسم در واقع نوعی حیات رفورمیستی در آیین کاتولیک را به اجرا گذاشت به همین دلیل در اروپا این مکتب به اومانیسم مسیحی مشهور است، وی در متون اروپایی به شاهزاده ی اومانیسم شهرت دارد.	اراسم معروف به شاهزاده اومانیسم است.	e
اراسم در واقع نوعی حیات رفورمیستی در آیین کاتولیک را به اجرا گذاشت به همین دلیل در اروپا این مکتب به اومانیسم مسیحی مشهور است، وی در متون اروپایی به شاهزاده ی اومانیسم شهرت دارد.	شاهزاده اومانیسم، لقب ماکیاولی است.	c
اراسم در واقع نوعی حیات رفورمیستی در آیین کاتولیک را به اجرا گذاشت به همین دلیل در اروپا این مکتب به اومانیسم مسیحی مشهور است، وی در متون اروپایی به شاهزاده ی اومانیسم شهرت دارد.	انتقاد اراسم از کلیسای کاتولیک آن‌قدر ریشه‌ای نبود.	n
«اراسم» مسیحیت دور از تجمل و دنیاپرستی را تبلیغ می کرد و مهم ترین اثر او «ستایش بی خردی » است که به دوست صمیمی اش «توماس موره» انگلیسی تقدیم کرد. 	نویسنده کتاب ستایش بی خردی که به تبلیغ مسیحیت دور از تجمل و دنیاپرستی می پرداخت، اراسم بود.	e
